Position,Track Name,Artist,Streams,date,region,spotify_id
23,Drip Too Hard (Lil Baby & Gunna),Lil Baby,6994967,2019-02-08--2019-02-15,us,78QR3Wp35dqAhFEc2qAGjE
24,Without Me,Halsey,6970809,2019-02-08--2019-02-15,us,5p7ujcrUXASCNwRaWNHR1C
25,Happier,Marshmello,6289452,2019-02-08--2019-02-15,us,2dpaYNEQHiRxtZbfNsse99
26,ZEZE (feat. Travis Scott & Offset),Kodak Black,5769954,2019-02-08--2019-02-15,us,0FZ4Dmg8jJJAPJnvBIzD9z
27,Mo Bamba,Sheck Wes,5719273,2019-02-08--2019-02-15,us,1xzBco0xcoJEDXktl7Jxrr
28,Dancing With A Stranger (with Normani),Sam Smith,5430045,2019-02-08--2019-02-15,us,6Qs4SXO9dwPj5GKvVOv8Ki
29,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,4873513,2019-02-08--2019-02-15,us,1wJRveJZLSb1rjhnUHQiv6
30,Wake Up in the Sky,Gucci Mane,4829784,2019-02-08--2019-02-15,us,2G1tXoGBaEMJ7FKGnkf6ud
31,Leave Me Alone,Flipp Dinero,4791510,2019-02-08--2019-02-15,us,14mHfNsSHN0FbLftyjrV9g
32,i'm so tired...,Lauv,4785255,2019-02-08--2019-02-15,us,7COXchtUOMd6uIT6HvmRaI
33,Who Do You Love,The Chainsmokers,4651000,2019-02-08--2019-02-15,us,11cDEev79fPKi6uJCjUhu8
34,Saturday Nights,Khalid,4583673,2019-02-08--2019-02-15,us,5kfNriitmkNE8mUbZ7gbq8
35,Lucid Dreams,Juice WRLD,4539607,2019-02-08--2019-02-15,us,285pBltuF7vW8TeWk8hdRR
36,Nights Like This (feat. Ty Dolla $ign),Kehlani,4455265,2019-02-08--2019-02-15,us,7e4KQkp5ZR1gXCAalRjX6B
37,Keanu Reeves,Logic,4424031,2019-02-08--2019-02-15,us,25F6MWrnFBCXVnpN4n76EK
38,SAD!,XXXTENTACION,4418172,2019-02-08--2019-02-15,us,3ee8Jmje8o58CHK66QrVC2
39,Better Now,Post Malone,4383632,2019-02-08--2019-02-15,us,7dt6x5M1jzdTEt8oCbisTK
40,Money,Cardi B,4377473,2019-02-08--2019-02-15,us,2GGMabyHXnJmjY6CXhhB2e
41,Pure Water (with Migos),Mustard,4362426,2019-02-08--2019-02-15,us,63cd4JkwGgYJrbOizbfmsp
42,Eastside (with Halsey & Khalid),benny blanco,4283857,2019-02-08--2019-02-15,us,7FGq80cy8juXBCD2nrqdWU
43,Armed And Dangerous,Juice WRLD,4260759,2019-02-08--2019-02-15,us,5wujBwqG7INdStqGd4tRMX
44,Better,Khalid,4196407,2019-02-08--2019-02-15,us,6zeeWid2sgw4lap2jV61PZ
45,Splashin,Rich The Kid,4118688,2019-02-08--2019-02-15,us,79OEIr4J4FHV0O3KrhaXRb
46,when the party's over,Billie Eilish,4033192,2019-02-08--2019-02-15,us,14JzyD6FlBD5z0wV5P07YI
47,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4006992,2019-02-08--2019-02-15,us,0jAfdqv18goRTUxm3ilRjb
48,Space Cadet (feat. Gunna),Metro Boomin,3900180,2019-02-08--2019-02-15,us,1fewSx2d5KIZ04wsooEBOz
49,High Hopes,Panic! At The Disco,3876678,2019-02-08--2019-02-15,us,1rqqCSm0Qe4I9rUvWncaom
50,Shallow,Lady Gaga,3855693,2019-02-08--2019-02-15,us,2VxeLyX666F8uXCJ0dZF8B
51,Moonlight,XXXTENTACION,3696121,2019-02-08--2019-02-15,us,0JP9xo3adEtGSdUEISiszL
52,lovely,Billie Eilish,3605144,2019-02-08--2019-02-15,us,1NJcg626wLln4pGHpiV7mf
53,Let Me Down Slowly,Alec Benjamin,3456068,2019-02-08--2019-02-15,us,2qxmye6gAegTMjLKEBoR3d
54,MIA (feat. Drake),Bad Bunny,3368639,2019-02-08--2019-02-15,us,116H0KvKr2Zl4RPuVBruDO
55,rockstar (feat. 21 Savage),Post Malone,3258090,2019-02-08--2019-02-15,us,0e7ipj03S05BNilyu5bRzt
56,Taste (feat. Offset),Tyga,3223559,2019-02-08--2019-02-15,us,5IaHrVsrferBYDm0bDyABy
57,Murder On My Mind,YNW Melly,3217761,2019-02-08--2019-02-15,us,7eBqSVxrzQZtK2mmgRG6lC
58,Pure Cocaine,Lil Baby,3217687,2019-02-08--2019-02-15,us,577YBGuskWkVDCxZrLRB4v
59,Jocelyn Flores,XXXTENTACION,3197934,2019-02-08--2019-02-15,us,7m9OqQk4RVRkw9JJdeAw96
60,Nonstop,Drake,3076144,2019-02-08--2019-02-15,us,0TlLq3lA83rQOYtrqBqSct
61,no tears left to cry,Ariana Grande,3046637,2019-02-08--2019-02-15,us,2qT1uLXPVPzGgFOx4jtEuo
62,Envy Me,Calboy,2977987,2019-02-08--2019-02-15,us,05t7JMip6JrLuSrMV5yYjX
63,I Like It,Cardi B,2951294,2019-02-08--2019-02-15,us,58q2HKrzhC3ozto2nDdN4z
64,idontwannabeyouanymore,Billie Eilish,2943098,2019-02-08--2019-02-15,us,40T5GIqQ1CegGm2PTEl8Bu
65,Calling My Spirit,Kodak Black,2931352,2019-02-08--2019-02-15,us,2MShy1GSSgbmGUxADNIao5
66,Sweet but Psycho,Ava Max,2910043,2019-02-08--2019-02-15,us,25sgk305KZfyuqVBQIahim
67,Noticed,Lil Mosey,2881034,2019-02-08--2019-02-15,us,6JQvHMSaR8flFsN53ypOfP
68,Best Part (feat. Daniel Caesar),H.E.R.,2879439,2019-02-08--2019-02-15,us,4OBZT9EnhYIV17t4pGw7ig
69,First Off (feat. Travis Scott),Future,2865398,2019-02-08--2019-02-15,us,3WRIaWsws011vHMd9uzPjG
70,breathin,Ariana Grande,2814923,2019-02-08--2019-02-15,us,4OafepJy2teCjYJbvFE60J
71,YOSEMITE,Travis Scott,2810968,2019-02-08--2019-02-15,us,7lAK3oHbfEnvUQWosrMMpR
72,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,2810848,2019-02-08--2019-02-15,us,74lnM5V6ecvoTPV0fvptx9
73,Crushed Up,Future,2793493,2019-02-08--2019-02-15,us,7wcyO1rrH3Ru4t659IjG41
74,I Fall Apart,Post Malone,2791411,2019-02-08--2019-02-15,us,75ZvA4QfFiZvzhj2xkaWAh
75,Yes Indeed,Lil Baby,2752447,2019-02-08--2019-02-15,us,6vN77lE9LK6HP2DewaN6HZ
76,Psycho (feat. Ty Dolla $ign),Post Malone,2743427,2019-02-08--2019-02-15,us,3swc6WTsr7rl9DqQKQA55C
77,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2707613,2019-02-08--2019-02-15,us,4w8niZpiMy6qz1mntFA5uM
78,Fuck Love (feat. Trippie Redd),XXXTENTACION,2672418,2019-02-08--2019-02-15,us,7AQim7LbvFVZJE3O8TYgf2
79,God's Plan,Drake,2658007,2019-02-08--2019-02-15,us,6DCZcSspjsKoFjzjrWoCdn
80,Beautiful (feat. Camila Cabello),Bazzi,2649992,2019-02-08--2019-02-15,us,4VUwkH455At9kENOfzTqmF
81,No Stylist,French Montana,2640108,2019-02-08--2019-02-15,us,04MLEeAMuV9IlHEsD8vF6A
82,Youngblood,5 Seconds of Summer,2619986,2019-02-08--2019-02-15,us,2iUXsYOEPhVqEBwsqP70rE
83,10 Freaky Girls (with 21 Savage),Metro Boomin,2615344,2019-02-08--2019-02-15,us,0AluA5RNsa4Cx6XRhf2hWZ
84,Be Alright,Dean Lewis,2608889,2019-02-08--2019-02-15,us,3EPXxR3ImUwfayaurPi3cm
85,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2577714,2019-02-08--2019-02-15,us,1KVczjazCcCCgM3gXXUl47
86,Look Alive (feat. Drake),BlocBoy JB,2525775,2019-02-08--2019-02-15,us,4qKcDkK6siZ7Jp1Jb4m0aL
87,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2519917,2019-02-08--2019-02-15,us,5JEx7HbmvHQQswJCsoo9rA
88,whoa (mind in awe),XXXTENTACION,2511890,2019-02-08--2019-02-15,us,7pdF27mSDuPWhppnHAmWHa
89,All Girls Are The Same,Juice WRLD,2479721,2019-02-08--2019-02-15,us,4VXIryQMWpIdGgYR4TrjT1
90,Faucet Failure,Ski Mask The Slump God,2462585,2019-02-08--2019-02-15,us,1ThmUihH9dF8EV08ku5AXN
91,Fine China,Future,2459801,2019-02-08--2019-02-15,us,5274I4mUMnYczyeXkGDWZN
92,Secreto,Anuel AA,2442974,2019-02-08--2019-02-15,us,5W83ErFkO3aKAIS1WMi6u0
93,God is a woman,Ariana Grande,2425031,2019-02-08--2019-02-15,us,5OCJzvD7sykQEKHH7qAC3C
94,monster,21 Savage,2410999,2019-02-08--2019-02-15,us,2FUNBaa5DwItJtYEBgAblU
95,Bleed It,Blueface,2403424,2019-02-08--2019-02-15,us,67fNrBUMc7iWMofdCaoJV9
96,BAD!,XXXTENTACION,2399654,2019-02-08--2019-02-15,us,22An65gG31JLf9n18qjdhZ
97,KIKA,6ix9ine,2399182,2019-02-08--2019-02-15,us,6Gy7rXB6Ku5vIWC7WGWsl3
98,changes,XXXTENTACION,2398507,2019-02-08--2019-02-15,us,7AFASza1mXqntmGtbxXprO
99,Mixed Personalities (feat. Kanye West),YNW Melly,2378686,2019-02-08--2019-02-15,us,6vWEAOUSxohKxhp0K1BsxL
100,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2376653,2019-02-08--2019-02-15,us,6wWaVoUOzLQJHd3bWAUpdZ
101,Ric Flair Drip (& Metro Boomin),Offset,2364753,2019-02-08--2019-02-15,us,7sO5G9EABYOXQKNPNiE9NR
102,bellyache,Billie Eilish,2359289,2019-02-08--2019-02-15,us,51NFxnQvaosfDDutk0tams
103,ocean eyes,Billie Eilish,2346260,2019-02-08--2019-02-15,us,2uIX8YMNjGMD7441kqyyNU
104,One Call,Gunna,2280854,2019-02-08--2019-02-15,us,2IoZOYOZDrWCOLoZoYedxQ
105,Bohemian Rhapsody - 2011 Mix,Queen,2277093,2019-02-08--2019-02-15,us,7tFiyTwD0nx5a1eklYtX2J
106,FEFE,6ix9ine,2274016,2019-02-08--2019-02-15,us,4QIyEq7TcTdAcxjI2AFlAK
107,Girls Like You (feat. Cardi B),Maroon 5,2271232,2019-02-08--2019-02-15,us,7fa9MBXhVfQ8P8Df9OEbD8
108,Swan Song,Dua Lipa,2266851,2019-02-08--2019-02-15,us,5600nq7TiBraBX2jobyJ3l
109,I Like Me Better,Lauv,2264172,2019-02-08--2019-02-15,us,2P91MQbaiQOfbiz9VqhqKQ
110,Hope,The Chainsmokers,2233256,2019-02-08--2019-02-15,us,4BiiOzZCrXEzHRLYcYFiD5
111,Congratulations,Post Malone,2228119,2019-02-08--2019-02-15,us,3a1lNhkSLSkpJE4MSHpDu9
112,Don't Call Me Up,Mabel,2226502,2019-02-08--2019-02-15,us,5WHTFyqSii0lmT9R21abT8
113,This Feeling,The Chainsmokers,2224082,2019-02-08--2019-02-15,us,4NBTZtAt1F13VvlSKe6KTl
114,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2194008,2019-02-08--2019-02-15,us,4e4fqjx0Izh4svvTef1z7e
115,Lost in the Fire,Gesaffelstein,2168801,2019-02-08--2019-02-15,us,7wFybC8jBH3zE139OpCtpG
116,XO Tour Llif3,Lil Uzi Vert,2159893,2019-02-08--2019-02-15,us,7GX5flRQZVHRAGd6B4TmDO
117,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2132156,2019-02-08--2019-02-15,us,2LskIZrCeLxRvCiGP8gxlh
118,Lean Wit Me,Juice WRLD,2125024,2019-02-08--2019-02-15,us,3oDkdAySo1VQQG0ptV7uwa
119,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,2087480,2019-02-08--2019-02-15,us,2v5JTeM6hSmi5wWy7jiwrI
120,In My Feelings,Drake,2079988,2019-02-08--2019-02-15,us,2G7V7zsVDxg1yRsu7Ew9RJ
121,Sauce!,XXXTENTACION,2065465,2019-02-08--2019-02-15,us,3jq1RpStaB1YGyN3rRZGca
122,Tequila,Dan + Shay,2053358,2019-02-08--2019-02-15,us,42fw0rxRO2xbesF6mJfd4Y
123,Mine,Bazzi,2044143,2019-02-08--2019-02-15,us,7uzmGiiJyRfuViKKK3lVmR
124,Project Dreams,Marshmello,2034567,2019-02-08--2019-02-15,us,6GSkLS2y4ZnnZsuRAj975K
125,Topanga,Trippie Redd,2032931,2019-02-08--2019-02-15,us,5aXgz1oKK8Q9z9xvTmSnrO
126,goosebumps,Travis Scott,2031964,2019-02-08--2019-02-15,us,6gBFPUFcJLzWGx4lenP6h2
127,Falling Down - Bonus Track,Lil Peep,2031691,2019-02-08--2019-02-15,us,4jvjzW7Hm0yK4LvvE0Paz9
128,Love Lies (with Normani),Khalid,2028272,2019-02-08--2019-02-15,us,45Egmo7icyopuzJN0oMEdk
129,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,2022753,2019-02-08--2019-02-15,us,3L19besdNQzd342qL78xqm
130,Everybody Dies In Their Nightmares,XXXTENTACION,2018466,2019-02-08--2019-02-15,us,3GVkPk8mqxz0itaAriG1L7
131,1400 / 999 Freestyle,Trippie Redd,2006645,2019-02-08--2019-02-15,us,75lcPkAkUsKWHGBlGM476R
132,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1978690,2019-02-08--2019-02-15,us,27rdGxbavYJeBphck5MZAF
133,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,1975723,2019-02-08--2019-02-15,us,0ZNrc4kNeQYD9koZ3KvCsy
134,Speechless,Dan + Shay,1971769,2019-02-08--2019-02-15,us,3GJ4hzg4lrGwU51Y3VARbF
135,Nice For What,Drake,1965180,2019-02-08--2019-02-15,us,3CA9pLiwRIGtUBiMjbZmRw
136,Trip,Ella Mai,1957800,2019-02-08--2019-02-15,us,6CTWathupIiDs7U4InHnDA
137,Bones (feat. OneRepublic),Galantis,1956579,2019-02-08--2019-02-15,us,1pfgsjmxVZhoZpeDx6POKv
138,Young Dumb & Broke,Khalid,1954121,2019-02-08--2019-02-15,us,5Z3GHaZ6ec9bsiI5BenrbY
139,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,1938624,2019-02-08--2019-02-15,us,51w9Jbat1pLeWINGCpnQUR
140,Lost In Japan,Shawn Mendes,1913625,2019-02-08--2019-02-15,us,79esEXlqqmq0GPz0xQSZTV
141,Beautiful Crazy,Luke Combs,1904379,2019-02-08--2019-02-15,us,2rxQMGVafnNaRaXlRMWPde
142,HUMBLE.,Kendrick Lamar,1904352,2019-02-08--2019-02-15,us,7KXjTSCq5nL1LoYtL7XAwS
143,SLOW DANCING IN THE DARK,Joji,1895601,2019-02-08--2019-02-15,us,0rKtyWc8bvkriBthvHKY8d
144,Everyday,Logic,1875527,2019-02-08--2019-02-15,us,4EAV2cKiqKP5UPZmY6dejk
145,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,1855774,2019-02-08--2019-02-15,us,6GzApXoBQiiAjak3tOQfV3
146,Location,Khalid,1853890,2019-02-08--2019-02-15,us,152lZdxL1OR0ZMW6KquMif
147,Con Calma,Daddy Yankee,1850333,2019-02-08--2019-02-15,us,5w9c2J52mkdntKOmRLeM2m
148,Kamikaze,Lil Mosey,1841955,2019-02-08--2019-02-15,us,1iPBD72u3nAyFEeardYuBV
149,The Middle,Zedd,1838702,2019-02-08--2019-02-15,us,09IStsImFySgyp0pIQdqAc
150,Silence,Marshmello,1831159,2019-02-08--2019-02-15,us,7vGuf3Y35N4wmASOKLUVVU
151,Walk,Comethazine,1829701,2019-02-08--2019-02-15,us,21kOVEG3bDCVphKhXL8XmQ
152,Ruin My Life,Zara Larsson,1828710,2019-02-08--2019-02-15,us,5tAa8Uaqr4VvA3693mbIhU
153,Twerk (feat. Cardi B),City Girls,1822374,2019-02-08--2019-02-15,us,4DyBx5MYoq8RsU33cEAIxT
154,Calma - Remix,Pedro Capó,1813573,2019-02-08--2019-02-15,us,5iwz1NiezX7WWjnCgY5TH4
155,No Role Modelz,J. Cole,1813348,2019-02-08--2019-02-15,us,62vpWI1CHwFy7tMIcSStl8
156,Candy Paint,Post Malone,1802160,2019-02-08--2019-02-15,us,32lItqlMi4LBhb4k0BaSaC
157,STARGAZING,Travis Scott,1797073,2019-02-08--2019-02-15,us,7wBJfHzpfI3032CSD7CE2m
158,What A Time (feat. Niall Horan),Julia Michaels,1745414,2019-02-08--2019-02-15,us,5WtfUKzXircvW8l5aaVZWT
159,Lucky You (feat. Joyner Lucas),Eminem,1738775,2019-02-08--2019-02-15,us,60SdxE8apGAxMiRrpbmLY0
160,Say You Won't Let Go,James Arthur,1723544,2019-02-08--2019-02-15,us,5uCax9HTNlzGybIStD3vDh
161,can't leave without it,21 Savage,1714962,2019-02-08--2019-02-15,us,0hPLZrnDgtKxrym1BHjDhd
162,Plug Walk,Rich The Kid,1705784,2019-02-08--2019-02-15,us,1ZAyjvIk9YiD76yYy0TEG6
163,my boy,Billie Eilish,1689077,2019-02-08--2019-02-15,us,0FQhAHyHGsrbSHvDURmFPn
164,Look At Me!,XXXTENTACION,1683499,2019-02-08--2019-02-15,us,6eYxmK9fdL4hwLnXG2zY3s
165,Giant (with Rag'n'Bone Man),Calvin Harris,1682531,2019-02-08--2019-02-15,us,5itOtNx0WxtJmi1TQ3RuRd
166,New Patek,Lil Uzi Vert,1681162,2019-02-08--2019-02-15,us,0Fpen1PTuEnCmOJtUU9Iud
167,All The Stars (with SZA),Kendrick Lamar,1671371,2019-02-08--2019-02-15,us,3GCdLUSnKSMJhs4Tj6CV3s
168,comethru,Jeremy Zucker,1666467,2019-02-08--2019-02-15,us,18uwL0vNUanqZH0ro2QcOP
169,you should see me in a crown,Billie Eilish,1656271,2019-02-08--2019-02-15,us,6vsV4D8BM6PioRr1UOx0n2
170,Lust,Lil Skies,1655843,2019-02-08--2019-02-15,us,7oJrVhiTPZGBXWPwhxjy9S
171,I Love It (& Lil Pump),Kanye West,1655305,2019-02-08--2019-02-15,us,4S8d14HvHb70ImctNgVzQQ
172,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,1653611,2019-02-08--2019-02-15,us,1NHlyKgtR4roNylOhidKSv
173,Natural,Imagine Dragons,1649238,2019-02-08--2019-02-15,us,2FY7b99s15jUprqC0M5NCT
174,I'm a Mess,Bebe Rexha,1646697,2019-02-08--2019-02-15,us,04ZTP5KsCypmtCmQg5tH9R
175,Hide (feat. Seezyn),Juice WRLD,1641756,2019-02-08--2019-02-15,us,6rz0dTA0PdhXImFV5EjM0w
176,Alone,Marshmello,1641316,2019-02-08--2019-02-15,us,12mGwph2YzDIlChtq3EdXP
177,all my friends,21 Savage,1631797,2019-02-08--2019-02-15,us,4paAidoE8VAemwU4jgCc6l
178,So Close,NOTD,1630580,2019-02-08--2019-02-15,us,7FjZU7XFs7P9jHI9Z0yRhK
179,Bank Account,21 Savage,1611967,2019-02-08--2019-02-15,us,2fQrGHiQOvpL9UgPvtYy6G
180,Baila Baila Baila,Ozuna,1607060,2019-02-08--2019-02-15,us,7uH27oIt4a6cIFCA8ZPcyG
181,Wasted (feat. Lil Uzi Vert),Juice WRLD,1606719,2019-02-08--2019-02-15,us,1a7WZZZH7LzyvorhpOJFTe
182,Hope,XXXTENTACION,1603410,2019-02-08--2019-02-15,us,2ZRo7axmMPeSVUvDbGkJah
183,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1602134,2019-02-08--2019-02-15,us,7ycWLEP1GsNjVvcjawXz3z
184,Perfect,Ed Sheeran,1599239,2019-02-08--2019-02-15,us,0tgVpDi06FyKpA1z0VMD4v
185,OTW,Khalid,1598313,2019-02-08--2019-02-15,us,6Hgh47WXVKtXN5zGOu0hjI
186,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,1592899,2019-02-08--2019-02-15,us,5Gu0PDLN4YJeW75PpBSg9p
187,Pretty Little Fears (feat. J. Cole),6LACK,1590624,2019-02-08--2019-02-15,us,4at3d5QWnlibMVN75ECDrp
188,Thunder,Imagine Dragons,1590324,2019-02-08--2019-02-15,us,1zB4vmk8tFRmM9UULNzbLB
189,Butterfly Doors,Lil Pump,1588752,2019-02-08--2019-02-15,us,4NdXQlDTzxbOMkzJGWFtz3
190,Don't Stop Me Now - 2011 Mix,Queen,1579064,2019-02-08--2019-02-15,us,5T8EDUDqKcs6OSOwEsfqG7
191,Undecided,Chris Brown,1574622,2019-02-08--2019-02-15,us,7uiBocndm12aKbsdnQ3Scx
192,Nowadays (feat. Landon Cube),Lil Skies,1570104,2019-02-08--2019-02-15,us,2u7mxWSeoqTXndK5e08jMp
193,REEL IT IN,Aminé,1568276,2019-02-08--2019-02-15,us,5qHirGR7M9tdm6C17DlzSY
194,Let You Down,NF,1567855,2019-02-08--2019-02-15,us,52okn5MNA47tk87PeZJLEL
195,Solo de Mi,Bad Bunny,1530300,2019-02-08--2019-02-15,us,4uP3pUP18ennmz0tb3GphR
196,BUTTERFLY EFFECT,Travis Scott,1526517,2019-02-08--2019-02-15,us,6xcJyGpfZbuuiequtnlKt4
197,Don't Come Out The House (with 21 Savage),Metro Boomin,1517292,2019-02-08--2019-02-15,us,2Grb4G6t9VIqo6moKUloom
198,Close Friends (Lil Baby & Gunna),Lil Baby,1513632,2019-02-08--2019-02-15,us,5nzhL67GpF9szXWg5y509A
199,Call Out My Name,The Weeknd,1513214,2019-02-08--2019-02-15,us,1gm616Plq4ScqNi7TVkZ5N
200,Bodak Yellow,Cardi B,1507204,2019-02-08--2019-02-15,us,6KBYefIoo7KydImq1uUQlL
1,7 rings,Ariana Grande,15473583,2019-02-15--2019-02-22,us,6ocbgoVGwYJhOv1GgI9NsF
2,"break up with your girlfriend, i'm bored",Ariana Grande,14664161,2019-02-15--2019-02-22,us,4kV4N9D1iKVxx1KLvtTpjS
3,MIDDLE CHILD,J. Cole,10795201,2019-02-15--2019-02-22,us,2JvzF1RMd7lE3KmFlsyZD8
4,Wow.,Post Malone,10620802,2019-02-15--2019-02-22,us,6MWtB6iiXyIwun0YzU6DFP
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9755995,2019-02-15--2019-02-22,us,3KkXRkHbMCARz0aVfEt68P
6,Robbery,Juice WRLD,9127990,2019-02-15--2019-02-22,us,44ShclXTOOnYtt5CnCDeGV
7,Going Bad (feat. Drake),Meek Mill,8843987,2019-02-15--2019-02-22,us,2IRZnDFmlqMuOrYOLnZZyc
8,a lot,21 Savage,8351485,2019-02-15--2019-02-22,us,2t8yVaLvJ0RenpXUIAC52d
9,Thotiana,Blueface,8327443,2019-02-15--2019-02-22,us,3oh6SCCeLuXhFpEyepla6G
10,"thank u, next",Ariana Grande,8300160,2019-02-15--2019-02-22,us,3e9HZxeyfWwjeyPAMmWSSQ
11,Murder On My Mind,YNW Melly,8115403,2019-02-15--2019-02-22,us,7eBqSVxrzQZtK2mmgRG6lC
12,NASA,Ariana Grande,7612691,2019-02-15--2019-02-22,us,4SPu0Ql902hTVXkBoNIYtq
13,bury a friend,Billie Eilish,7160541,2019-02-15--2019-02-22,us,4NzMOnvSJVNKF7nw5NkXIP
14,needy,Ariana Grande,7140578,2019-02-15--2019-02-22,us,1TEL6MlSSVLSdhOSddidlJ
15,Please Me,Cardi B,7103234,2019-02-15--2019-02-22,us,0PG9fbaaHFHfre2gUVo7AN
16,bad idea,Ariana Grande,6898840,2019-02-15--2019-02-22,us,7EQpvVujgytLVY8vKiDHAg
17,Drip Too Hard (Lil Baby & Gunna),Lil Baby,6733537,2019-02-15--2019-02-22,us,78QR3Wp35dqAhFEc2qAGjE
18,Talk,Khalid,6642809,2019-02-15--2019-02-22,us,0rTV5WefWd1J3OwIheTzxM
19,SICKO MODE,Travis Scott,6367783,2019-02-15--2019-02-22,us,2xLMifQCjDGFmkHkpNLD9h
20,Look Back at It,A Boogie Wit da Hoodie,6140208,2019-02-15--2019-02-22,us,3Ol2xnObFdKV9pmRD2t9x8
21,bloodline,Ariana Grande,6108133,2019-02-15--2019-02-22,us,2hloaUoRonYssMuqLCBLTX
22,Without Me,Halsey,6057382,2019-02-15--2019-02-22,us,5p7ujcrUXASCNwRaWNHR1C
23,Pure Water (with Migos),Mustard,5902673,2019-02-15--2019-02-22,us,63cd4JkwGgYJrbOizbfmsp
24,fake smile,Ariana Grande,5701005,2019-02-15--2019-02-22,us,3wFLWP0FcIqHK1wb1CPthQ
25,ZEZE (feat. Travis Scott & Offset),Kodak Black,5638938,2019-02-15--2019-02-22,us,0FZ4Dmg8jJJAPJnvBIzD9z
26,imagine,Ariana Grande,5613155,2019-02-15--2019-02-22,us,39LmTF9RgyakzSYX8txrow
27,Happier,Marshmello,5607577,2019-02-15--2019-02-22,us,2dpaYNEQHiRxtZbfNsse99
28,ghostin,Ariana Grande,5266819,2019-02-15--2019-02-22,us,4lD7gHKF1e8Y9stQuVezZB
29,Red Room,Offset,5242969,2019-02-15--2019-02-22,us,2MJdgSby3DtSS7bUJx2cly
