,Position,Track Name,Artist,Streams,date,region,spotify_id
2856,7.0,"thank u, next",Ariana Grande,8058684.0,2019-01-18--2019-01-25,us,2rPE9A1vEgShuZxxzR2tZH
2857,8.0,SICKO MODE,Travis Scott,7924476.0,2019-01-18--2019-01-25,us,2xLMifQCjDGFmkHkpNLD9h
2858,9.0,ZEZE (feat. Travis Scott & Offset),Kodak Black,7359730.0,2019-01-18--2019-01-25,us,0FZ4Dmg8jJJAPJnvBIzD9z
2859,10.0,Look Back at It,A Boogie Wit da Hoodie,7165551.0,2019-01-18--2019-01-25,us,3Ol2xnObFdKV9pmRD2t9x8
2860,11.0,Mo Bamba,Sheck Wes,7151784.0,2019-01-18--2019-01-25,us,1xzBco0xcoJEDXktl7Jxrr
2861,12.0,Dancing With A Stranger (with Normani),Sam Smith,6882798.0,2019-01-18--2019-01-25,us,6Qs4SXO9dwPj5GKvVOv8Ki
2862,13.0,Keanu Reeves,Logic,6373591.0,2019-01-18--2019-01-25,us,25F6MWrnFBCXVnpN4n76EK
2863,14.0,Saturday Nights,Khalid,5932041.0,2019-01-18--2019-01-25,us,5kfNriitmkNE8mUbZ7gbq8
2864,15.0,Leave Me Alone,Flipp Dinero,5882310.0,2019-01-18--2019-01-25,us,14mHfNsSHN0FbLftyjrV9g
2865,16.0,a lot,21 Savage,5702886.0,2019-01-18--2019-01-25,us,2t8yVaLvJ0RenpXUIAC52d
2866,17.0,First Off (feat. Travis Scott),Future,5581232.0,2019-01-18--2019-01-25,us,3WRIaWsws011vHMd9uzPjG
2867,18.0,Wake Up in the Sky,Gucci Mane,5548744.0,2019-01-18--2019-01-25,us,2G1tXoGBaEMJ7FKGnkf6ud
2868,19.0,Lost in the Fire,Gesaffelstein,5472797.0,2019-01-18--2019-01-25,us,7wFybC8jBH3zE139OpCtpG
2869,20.0,Crushed Up,Future,5274457.0,2019-01-18--2019-01-25,us,7wcyO1rrH3Ru4t659IjG41
2870,21.0,High Hopes,Panic! At The Disco,5077745.0,2019-01-18--2019-01-25,us,1rqqCSm0Qe4I9rUvWncaom
2871,22.0,Lucid Dreams,Juice WRLD,5069025.0,2019-01-18--2019-01-25,us,285pBltuF7vW8TeWk8hdRR
2872,23.0,SAD!,XXXTENTACION,5030205.0,2019-01-18--2019-01-25,us,3ee8Jmje8o58CHK66QrVC2
2873,24.0,Money,Cardi B,4886934.0,2019-01-18--2019-01-25,us,2GGMabyHXnJmjY6CXhhB2e
2874,25.0,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4744151.0,2019-01-18--2019-01-25,us,0jAfdqv18goRTUxm3ilRjb
2875,26.0,Happier,Marshmello,4673049.0,2019-01-18--2019-01-25,us,2dpaYNEQHiRxtZbfNsse99
2876,27.0,Better Now,Post Malone,4671078.0,2019-01-18--2019-01-25,us,7dt6x5M1jzdTEt8oCbisTK
2877,28.0,MIDDLE CHILD,J. Cole,4461198.0,2019-01-18--2019-01-25,us,2JvzF1RMd7lE3KmFlsyZD8
2878,29.0,Eastside (with Halsey & Khalid),benny blanco,4399059.0,2019-01-18--2019-01-25,us,7FGq80cy8juXBCD2nrqdWU
2879,30.0,Moonlight,XXXTENTACION,4276293.0,2019-01-18--2019-01-25,us,0JP9xo3adEtGSdUEISiszL
2880,1.0,MIDDLE CHILD,J. Cole,20663232.0,2019-01-25--2019-02-01,us,2JvzF1RMd7lE3KmFlsyZD8
2881,2.0,7 rings,Ariana Grande,20288575.0,2019-01-25--2019-02-01,us,14msK75pk3pA33pzPVNtBF
2882,3.0,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,13134644.0,2019-01-25--2019-02-01,us,3KkXRkHbMCARz0aVfEt68P
2883,4.0,Wow.,Post Malone,12578954.0,2019-01-25--2019-02-01,us,6MWtB6iiXyIwun0YzU6DFP
2884,5.0,Going Bad (feat. Drake),Meek Mill,9707256.0,2019-01-25--2019-02-01,us,2IRZnDFmlqMuOrYOLnZZyc
2885,6.0,Drip Too Hard (Lil Baby & Gunna),Lil Baby,8271788.0,2019-01-25--2019-02-01,us,78QR3Wp35dqAhFEc2qAGjE
2886,7.0,Without Me,Halsey,8027758.0,2019-01-25--2019-02-01,us,5p7ujcrUXASCNwRaWNHR1C
2887,8.0,SICKO MODE,Travis Scott,7592469.0,2019-01-25--2019-02-01,us,2xLMifQCjDGFmkHkpNLD9h
2888,9.0,Look Back at It,A Boogie Wit da Hoodie,7220099.0,2019-01-25--2019-02-01,us,3Ol2xnObFdKV9pmRD2t9x8
2889,10.0,"thank u, next",Ariana Grande,6881449.0,2019-01-25--2019-02-01,us,2rPE9A1vEgShuZxxzR2tZH
2890,11.0,ZEZE (feat. Travis Scott & Offset),Kodak Black,6869226.0,2019-01-25--2019-02-01,us,0FZ4Dmg8jJJAPJnvBIzD9z
2891,12.0,Dancing With A Stranger (with Normani),Sam Smith,6846045.0,2019-01-25--2019-02-01,us,6Qs4SXO9dwPj5GKvVOv8Ki
2892,13.0,Mo Bamba,Sheck Wes,6727619.0,2019-01-25--2019-02-01,us,1xzBco0xcoJEDXktl7Jxrr
2893,14.0,a lot,21 Savage,6431747.0,2019-01-25--2019-02-01,us,2t8yVaLvJ0RenpXUIAC52d
2894,15.0,Leave Me Alone,Flipp Dinero,5814439.0,2019-01-25--2019-02-01,us,14mHfNsSHN0FbLftyjrV9g
2895,16.0,Saturday Nights,Khalid,5721291.0,2019-01-25--2019-02-01,us,5kfNriitmkNE8mUbZ7gbq8
2896,17.0,Wake Up in the Sky,Gucci Mane,5417690.0,2019-01-25--2019-02-01,us,2G1tXoGBaEMJ7FKGnkf6ud
2897,18.0,Keanu Reeves,Logic,5173029.0,2019-01-25--2019-02-01,us,25F6MWrnFBCXVnpN4n76EK
2898,19.0,SAD!,XXXTENTACION,5021645.0,2019-01-25--2019-02-01,us,3ee8Jmje8o58CHK66QrVC2
2899,20.0,Lucid Dreams,Juice WRLD,4967592.0,2019-01-25--2019-02-01,us,285pBltuF7vW8TeWk8hdRR
2900,21.0,Money,Cardi B,4756584.0,2019-01-25--2019-02-01,us,2GGMabyHXnJmjY6CXhhB2e
2901,22.0,Better Now,Post Malone,4608799.0,2019-01-25--2019-02-01,us,7dt6x5M1jzdTEt8oCbisTK
2902,23.0,High Hopes,Panic! At The Disco,4601198.0,2019-01-25--2019-02-01,us,1rqqCSm0Qe4I9rUvWncaom
2903,24.0,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4579101.0,2019-01-25--2019-02-01,us,0jAfdqv18goRTUxm3ilRjb
2904,25.0,i'm so tired...,Lauv,4554039.0,2019-01-25--2019-02-01,us,7COXchtUOMd6uIT6HvmRaI
2905,26.0,Happier,Marshmello,4550817.0,2019-01-25--2019-02-01,us,2dpaYNEQHiRxtZbfNsse99
2906,27.0,First Off (feat. Travis Scott),Future,4456210.0,2019-01-25--2019-02-01,us,3WRIaWsws011vHMd9uzPjG
2907,28.0,Sauce!,XXXTENTACION,4403465.0,2019-01-25--2019-02-01,us,3jq1RpStaB1YGyN3rRZGca
2908,29.0,Nights Like This (feat. Ty Dolla $ign),Kehlani,4371327.0,2019-01-25--2019-02-01,us,7e4KQkp5ZR1gXCAalRjX6B
2909,30.0,Thotiana,Blueface,4364621.0,2019-01-25--2019-02-01,us,3oh6SCCeLuXhFpEyepla6G
2910,1.0,Nice For What,Drake,18346125.0,2018-04-06--2018-04-13,us,1cTZMwcBJT0Ka3UJPXOeeN
2911,2.0,God's Plan,Drake,13473096.0,2018-04-06--2018-04-13,us,2XW4DbS6NddZxRPm5rMCeY
2912,3.0,Psycho (feat. Ty Dolla $ign),Post Malone,10636718.0,2018-04-06--2018-04-13,us,65NwOZqoXny4JxqAPlfxRF
2913,4.0,Look Alive (feat. Drake),BlocBoy JB,10495518.0,2018-04-06--2018-04-13,us,4qKcDkK6siZ7Jp1Jb4m0aL
2914,5.0,Call Out My Name,The Weeknd,10422044.0,2018-04-06--2018-04-13,us,1gm616Plq4ScqNi7TVkZ5N
2915,6.0,SAD!,XXXTENTACION,9856972.0,2018-04-06--2018-04-13,us,3ee8Jmje8o58CHK66QrVC2
2916,7.0,Plug Walk,Rich The Kid,8789836.0,2018-04-06--2018-04-13,us,6mAz8D1TmlTuef90dbNIiZ
2917,8.0,I Like It,Cardi B,7821295.0,2018-04-06--2018-04-13,us,58q2HKrzhC3ozto2nDdN4z
2918,9.0,Freaky Friday (feat. Chris Brown),Lil Dicky,7424244.0,2018-04-06--2018-04-13,us,10Igtw8bSDyyFs7KIsKngZ
2919,10.0,Be Careful,Cardi B,7337089.0,2018-04-06--2018-04-13,us,2Yl4OmDby9iitgNWZPwxkd
2920,11.0,Walk It Talk It,Migos,6756789.0,2018-04-06--2018-04-13,us,6n4U3TlzUGhdSFbUUhTvLP
2921,12.0,I Do (feat. SZA),Cardi B,6448556.0,2018-04-06--2018-04-13,us,1f5PNhkNgUpvDEeZfcIlO1
2922,13.0,Love Lies (with Normani),Khalid,6237182.0,2018-04-06--2018-04-13,us,45Egmo7icyopuzJN0oMEdk
2923,14.0,JAPAN,Famous Dex,6172814.0,2018-04-06--2018-04-13,us,5PTG6rrL6EPFD9E2QMI2pl
2924,15.0,Wasted Times,The Weeknd,5999683.0,2018-04-06--2018-04-13,us,72TyiiduRmczEbDIEtKQdR
2925,16.0,Ric Flair Drip (& Metro Boomin),Offset,5774460.0,2018-04-06--2018-04-13,us,7sO5G9EABYOXQKNPNiE9NR
2926,17.0,Drip (feat. Migos),Cardi B,5725837.0,2018-04-06--2018-04-13,us,2qcG0nZ6S3zZV0UrkY5nFo
2927,18.0,Mine,Bazzi,5681561.0,2018-04-06--2018-04-13,us,2lYjH3ZbCrW7CHmSRvVCN3
2928,19.0,The Middle,Zedd,5670181.0,2018-04-06--2018-04-13,us,2ARqIya5NAuvFVHSN3bL0m
2929,20.0,Moonlight,XXXTENTACION,5646510.0,2018-04-06--2018-04-13,us,0JP9xo3adEtGSdUEISiszL
2930,21.0,Try Me,The Weeknd,5496568.0,2018-04-06--2018-04-13,us,2poOAWEj1CStqTVPgIHZ8s
2931,22.0,All The Stars (with SZA),Kendrick Lamar,5413730.0,2018-04-06--2018-04-13,us,3GCdLUSnKSMJhs4Tj6CV3s
2932,23.0,Powerglide (feat. Juicy J),Rae Sremmurd,5328922.0,2018-04-06--2018-04-13,us,2yUbCEiaolfSMluDo9RMmG
2933,24.0,Best Life (feat. Chance The Rapper),Cardi B,5325131.0,2018-04-06--2018-04-13,us,00B7TZ0Xawar6NZ00JFomN
2934,25.0,Get Up 10,Cardi B,5321331.0,2018-04-06--2018-04-13,us,7p2ewixAShLpjDZrnzZK7c
2935,26.0,Bartier Cardi (feat. 21 Savage),Cardi B,5269383.0,2018-04-06--2018-04-13,us,0dIoGTQXDh1wVnhIiSyYEa
2936,27.0,Bickenhead,Cardi B,5189170.0,2018-04-06--2018-04-13,us,17Yq72h0p15OhCbZ5lJ5gd
2937,28.0,rockstar,Post Malone,5063398.0,2018-04-06--2018-04-13,us,2U7Hu2RaNQNRi7izoJyZaX
2938,29.0,Stir Fry,Migos,5052415.0,2018-04-06--2018-04-13,us,2UVbBKQOdFAekPTRsnkzcf
2939,30.0,Ring (feat. Kehlani),Cardi B,5012235.0,2018-04-06--2018-04-13,us,5DfWF0jqMgZDCiu9zJENTA
2940,1.0,Nice For What,Drake,19830250.0,2018-04-13--2018-04-20,us,1cTZMwcBJT0Ka3UJPXOeeN
2941,2.0,God's Plan,Drake,12884460.0,2018-04-13--2018-04-20,us,2XW4DbS6NddZxRPm5rMCeY
2942,3.0,I Like It,Cardi B,10820717.0,2018-04-13--2018-04-20,us,58q2HKrzhC3ozto2nDdN4z
2943,4.0,Psycho (feat. Ty Dolla $ign),Post Malone,10783652.0,2018-04-13--2018-04-20,us,65NwOZqoXny4JxqAPlfxRF
2944,5.0,Look Alive (feat. Drake),BlocBoy JB,10271510.0,2018-04-13--2018-04-20,us,4qKcDkK6siZ7Jp1Jb4m0aL
2945,6.0,Call Out My Name,The Weeknd,9653036.0,2018-04-13--2018-04-20,us,1gm616Plq4ScqNi7TVkZ5N
2946,7.0,SAD!,XXXTENTACION,9159329.0,2018-04-13--2018-04-20,us,3ee8Jmje8o58CHK66QrVC2
2947,8.0,Plug Walk,Rich The Kid,8484094.0,2018-04-13--2018-04-20,us,6mAz8D1TmlTuef90dbNIiZ
2948,9.0,Freaky Friday (feat. Chris Brown),Lil Dicky,8012948.0,2018-04-13--2018-04-20,us,10Igtw8bSDyyFs7KIsKngZ
2949,10.0,Walk It Talk It,Migos,7899161.0,2018-04-13--2018-04-20,us,6n4U3TlzUGhdSFbUUhTvLP
2950,11.0,Be Careful,Cardi B,7347739.0,2018-04-13--2018-04-20,us,2Yl4OmDby9iitgNWZPwxkd
2951,12.0,JAPAN,Famous Dex,6849424.0,2018-04-13--2018-04-20,us,5PTG6rrL6EPFD9E2QMI2pl
2952,13.0,Love Lies (with Normani),Khalid,6540962.0,2018-04-13--2018-04-20,us,45Egmo7icyopuzJN0oMEdk
2953,14.0,Ric Flair Drip (& Metro Boomin),Offset,6060557.0,2018-04-13--2018-04-20,us,7sO5G9EABYOXQKNPNiE9NR
2954,15.0,The Middle,Zedd,6040903.0,2018-04-13--2018-04-20,us,2ARqIya5NAuvFVHSN3bL0m
2955,16.0,Mine,Bazzi,5860101.0,2018-04-13--2018-04-20,us,7uzmGiiJyRfuViKKK3lVmR
2956,17.0,Powerglide (feat. Juicy J),Rae Sremmurd,5724072.0,2018-04-13--2018-04-20,us,2yUbCEiaolfSMluDo9RMmG
2957,18.0,All The Stars (with SZA),Kendrick Lamar,5345527.0,2018-04-13--2018-04-20,us,3GCdLUSnKSMJhs4Tj6CV3s
2958,19.0,One Kiss (with Dua Lipa),Calvin Harris,5340947.0,2018-04-13--2018-04-20,us,7ef4DlsgrMEH11cDZd32M6
2959,20.0,Moonlight,XXXTENTACION,5305811.0,2018-04-13--2018-04-20,us,0JP9xo3adEtGSdUEISiszL
2960,21.0,Barbie Tingz,Nicki Minaj,5299011.0,2018-04-13--2018-04-20,us,2qsQ8eVDPmobZpvDxQCVQu
2961,22.0,rockstar,Post Malone,4967066.0,2018-04-13--2018-04-20,us,2U7Hu2RaNQNRi7izoJyZaX
2962,23.0,FRIENDS,Marshmello,4834217.0,2018-04-13--2018-04-20,us,08bNPGLD8AhKpnnERrAc6G
2963,24.0,Wasted Times,The Weeknd,4824727.0,2018-04-13--2018-04-20,us,72TyiiduRmczEbDIEtKQdR
2964,25.0,Stir Fry,Migos,4811073.0,2018-04-13--2018-04-20,us,2UVbBKQOdFAekPTRsnkzcf
2965,26.0,I Fall Apart,Post Malone,4778198.0,2018-04-13--2018-04-20,us,75ZvA4QfFiZvzhj2xkaWAh
2966,27.0,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,4639166.0,2018-04-13--2018-04-20,us,51rXHuKN8Loc4sUlKPODgH
2967,28.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4613518.0,2018-04-13--2018-04-20,us,7iDa6hUg2VgEL1o1HjmfBn
2968,29.0,I Do (feat. SZA),Cardi B,4604966.0,2018-04-13--2018-04-20,us,1f5PNhkNgUpvDEeZfcIlO1
2969,30.0,Bartier Cardi (feat. 21 Savage),Cardi B,4362592.0,2018-04-13--2018-04-20,us,0dIoGTQXDh1wVnhIiSyYEa
2970,1.0,Nice For What,Drake,17735489.0,2018-04-20--2018-04-27,us,1cTZMwcBJT0Ka3UJPXOeeN
2971,2.0,KOD,J. Cole,17261815.0,2018-04-20--2018-04-27,us,7yotKA30dwTKNEGomV9ZsI
2972,3.0,ATM,J. Cole,14416927.0,2018-04-20--2018-04-27,us,2UciqgwVDwro0fev3MFbxJ
2973,4.0,Kevin’s Heart,J. Cole,13841391.0,2018-04-20--2018-04-27,us,6tZ3b7ik1QDXFAZlXib0YZ
2974,5.0,Motiv8,J. Cole,13334518.0,2018-04-20--2018-04-27,us,1AT4xjNarTswd0UZ5FlmKF
2975,6.0,Photograph,J. Cole,12550185.0,2018-04-20--2018-04-27,us,0bhnUFDQFCEHCBlsQfHnj5
2976,7.0,1985 - Intro to “The Fall Off”,J. Cole,12120827.0,2018-04-20--2018-04-27,us,7EulRO07ZgchxqKUHb8Pvc
2977,8.0,God's Plan,Drake,11817473.0,2018-04-20--2018-04-27,us,2XW4DbS6NddZxRPm5rMCeY
2978,9.0,no tears left to cry,Ariana Grande,11650452.0,2018-04-20--2018-04-27,us,5SxkdsY1ufZzoq9iXceLw9
2979,10.0,Psycho (feat. Ty Dolla $ign),Post Malone,10240679.0,2018-04-20--2018-04-27,us,7wrDRQgHlvDnimrRHfQZxt
2980,11.0,The Cut Off (feat. kiLL edward),J. Cole,10227732.0,2018-04-20--2018-04-27,us,3rFF7kSm5qBOOPs6ljFgPp
2981,12.0,I Like It,Cardi B,10003237.0,2018-04-20--2018-04-27,us,58q2HKrzhC3ozto2nDdN4z
2982,13.0,BRACKETS,J. Cole,9904307.0,2018-04-20--2018-04-27,us,5sWbwccBcyHsg5LEKWGZo9
2983,14.0,Look Alive (feat. Drake),BlocBoy JB,9123318.0,2018-04-20--2018-04-27,us,4qKcDkK6siZ7Jp1Jb4m0aL
2984,15.0,Window Pain - Outro,J. Cole,8624922.0,2018-04-20--2018-04-27,us,5Lgqu1th1KqlG97OF2gWGe
2985,16.0,SAD!,XXXTENTACION,8499423.0,2018-04-20--2018-04-27,us,3ee8Jmje8o58CHK66QrVC2
2986,17.0,FRIENDS (feat. kiLL edward),J. Cole,8391889.0,2018-04-20--2018-04-27,us,6onwlDmIVKE8bBgyBRSuS0
2987,18.0,Call Out My Name,The Weeknd,8317256.0,2018-04-20--2018-04-27,us,1gm616Plq4ScqNi7TVkZ5N
2988,19.0,Once an Addict - Interlude,J. Cole,8111000.0,2018-04-20--2018-04-27,us,0Px86mRlxdB3YqpK6KXWlr
2989,20.0,Plug Walk,Rich The Kid,7738396.0,2018-04-20--2018-04-27,us,6mAz8D1TmlTuef90dbNIiZ
2990,21.0,Walk It Talk It,Migos,7400016.0,2018-04-20--2018-04-27,us,6n4U3TlzUGhdSFbUUhTvLP
2991,22.0,Freaky Friday (feat. Chris Brown),Lil Dicky,7256379.0,2018-04-20--2018-04-27,us,10Igtw8bSDyyFs7KIsKngZ
2992,23.0,JAPAN,Famous Dex,6718011.0,2018-04-20--2018-04-27,us,5PTG6rrL6EPFD9E2QMI2pl
2993,24.0,Intro,J. Cole,6597743.0,2018-04-20--2018-04-27,us,2AfWCBwGGCsZtvVnGF3QYE
2994,25.0,Love Lies (with Normani),Khalid,6072482.0,2018-04-20--2018-04-27,us,45Egmo7icyopuzJN0oMEdk
2995,26.0,Be Careful,Cardi B,6032339.0,2018-04-20--2018-04-27,us,2Yl4OmDby9iitgNWZPwxkd
2996,27.0,Ric Flair Drip (& Metro Boomin),Offset,6027210.0,2018-04-20--2018-04-27,us,7sO5G9EABYOXQKNPNiE9NR
2997,28.0,OTW,Khalid,5979674.0,2018-04-20--2018-04-27,us,6Hgh47WXVKtXN5zGOu0hjI
2998,29.0,Powerglide (feat. Juicy J),Rae Sremmurd,5831149.0,2018-04-20--2018-04-27,us,2yUbCEiaolfSMluDo9RMmG
2999,30.0,The Middle,Zedd,5627202.0,2018-04-20--2018-04-27,us,2ARqIya5NAuvFVHSN3bL0m
3000,1.0,Better Now,Post Malone,21229827.0,2018-04-27--2018-05-04,us,7dt6x5M1jzdTEt8oCbisTK
3001,2.0,Psycho (feat. Ty Dolla $ign),Post Malone,18050828.0,2018-04-27--2018-05-04,us,3swc6WTsr7rl9DqQKQA55C
3002,3.0,Paranoid,Post Malone,17367198.0,2018-04-27--2018-05-04,us,3fpVWegR6YOS1Yk5HSMYIq
3003,4.0,Spoil My Night (feat. Swae Lee),Post Malone,14913159.0,2018-04-27--2018-05-04,us,5VuxWXbt7XENQCtE9TzpTv
3004,5.0,Rich & Sad,Post Malone,14843589.0,2018-04-27--2018-05-04,us,2VdT56BGpdqNHUgOe1j5vc
3005,6.0,Stay,Post Malone,14699696.0,2018-04-27--2018-05-04,us,4H7WNRErSbONkM06blBoGc
3006,7.0,Nice For What,Drake,14670828.0,2018-04-27--2018-05-04,us,1cTZMwcBJT0Ka3UJPXOeeN
3007,8.0,Over Now,Post Malone,13322831.0,2018-04-27--2018-05-04,us,09IOPhEh1OMe0HD9b36FJk
3008,9.0,Ball For Me (feat. Nicki Minaj),Post Malone,13224032.0,2018-04-27--2018-05-04,us,6IaieqiCVvsNvEt6Y7yOFa
3009,10.0,Zack And Codeine,Post Malone,13100662.0,2018-04-27--2018-05-04,us,5lZZmityu9TAjNvSY6GLhR
3010,11.0,rockstar (feat. 21 Savage),Post Malone,12370765.0,2018-04-27--2018-05-04,us,0e7ipj03S05BNilyu5bRzt
3011,12.0,Takin' Shots,Post Malone,12318544.0,2018-04-27--2018-05-04,us,5ffntNJnJOeFv7b7DCd0Bw
3012,13.0,Same Bitches (feat. G-Eazy & YG),Post Malone,12010143.0,2018-04-27--2018-05-04,us,688QpQAwqsLdBR6lr13wK1
3013,14.0,92 Explorer,Post Malone,11083324.0,2018-04-27--2018-05-04,us,1D2L6MefbXon28PzIk9I3r
3014,15.0,Otherside,Post Malone,10537783.0,2018-04-27--2018-05-04,us,4qWCFTuNnmGNdY4egtb4ZY
3015,16.0,God's Plan,Drake,10342154.0,2018-04-27--2018-05-04,us,2XW4DbS6NddZxRPm5rMCeY
3016,17.0,Candy Paint,Post Malone,10274908.0,2018-04-27--2018-05-04,us,32lItqlMi4LBhb4k0BaSaC
3017,18.0,Blame It On Me,Post Malone,10004527.0,2018-04-27--2018-05-04,us,1ZemPoaj7LBj1RAQrb89EC
3018,19.0,KOD,J. Cole,9044353.0,2018-04-27--2018-05-04,us,7yotKA30dwTKNEGomV9ZsI
3019,20.0,I Like It,Cardi B,8601256.0,2018-04-27--2018-05-04,us,58q2HKrzhC3ozto2nDdN4z
3020,21.0,Sugar Wraith,Post Malone,8512865.0,2018-04-27--2018-05-04,us,0MrRAUcB8AZiB9ue2VOBYe
3021,22.0,Look Alive (feat. Drake),BlocBoy JB,8080997.0,2018-04-27--2018-05-04,us,4qKcDkK6siZ7Jp1Jb4m0aL
3022,23.0,no tears left to cry,Ariana Grande,7854779.0,2018-04-27--2018-05-04,us,5SxkdsY1ufZzoq9iXceLw9
3023,24.0,SAD!,XXXTENTACION,7427711.0,2018-04-27--2018-05-04,us,3ee8Jmje8o58CHK66QrVC2
3024,25.0,Jonestown (Interlude),Post Malone,6910619.0,2018-04-27--2018-05-04,us,0R6Jlsq25eZB3Wftpxi3oF
3025,26.0,Kevin’s Heart,J. Cole,6885366.0,2018-04-27--2018-05-04,us,6tZ3b7ik1QDXFAZlXib0YZ
3026,27.0,Plug Walk,Rich The Kid,6785568.0,2018-04-27--2018-05-04,us,6mAz8D1TmlTuef90dbNIiZ
3027,28.0,Call Out My Name,The Weeknd,6614934.0,2018-04-27--2018-05-04,us,1gm616Plq4ScqNi7TVkZ5N
3028,29.0,Walk It Talk It,Migos,6325018.0,2018-04-27--2018-05-04,us,6n4U3TlzUGhdSFbUUhTvLP
3029,30.0,ATM,J. Cole,6110698.0,2018-04-27--2018-05-04,us,2UciqgwVDwro0fev3MFbxJ
3030,1.0,Better Now,Post Malone,14330849.0,2018-05-04--2018-05-11,us,7dt6x5M1jzdTEt8oCbisTK
3031,2.0,Nice For What,Drake,13782798.0,2018-05-04--2018-05-11,us,1cTZMwcBJT0Ka3UJPXOeeN
3032,3.0,Psycho (feat. Ty Dolla $ign),Post Malone,12125300.0,2018-05-04--2018-05-11,us,3swc6WTsr7rl9DqQKQA55C
3033,4.0,This Is America,Childish Gambino,12111409.0,2018-05-04--2018-05-11,us,0b9oOr2ZgvyQu88wzixux9
3034,5.0,God's Plan,Drake,9818234.0,2018-05-04--2018-05-11,us,2XW4DbS6NddZxRPm5rMCeY
3035,6.0,Paranoid,Post Malone,9713407.0,2018-05-04--2018-05-11,us,3fpVWegR6YOS1Yk5HSMYIq
3036,7.0,Stay,Post Malone,9052877.0,2018-05-04--2018-05-11,us,4H7WNRErSbONkM06blBoGc
3037,8.0,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,8871188.0,2018-05-04--2018-05-11,us,3DoBTwfr8yi2LN08SBpFkN
3038,9.0,Rich & Sad,Post Malone,8303512.0,2018-05-04--2018-05-11,us,2VdT56BGpdqNHUgOe1j5vc
3039,10.0,rockstar (feat. 21 Savage),Post Malone,8212029.0,2018-05-04--2018-05-11,us,0e7ipj03S05BNilyu5bRzt
3040,11.0,Look Alive (feat. Drake),BlocBoy JB,8193026.0,2018-05-04--2018-05-11,us,4qKcDkK6siZ7Jp1Jb4m0aL
3041,12.0,Spoil My Night (feat. Swae Lee),Post Malone,8144740.0,2018-05-04--2018-05-11,us,5VuxWXbt7XENQCtE9TzpTv
3042,13.0,I Like It,Cardi B,7853027.0,2018-05-04--2018-05-11,us,58q2HKrzhC3ozto2nDdN4z
3043,14.0,Ball For Me (feat. Nicki Minaj),Post Malone,7472946.0,2018-05-04--2018-05-11,us,6IaieqiCVvsNvEt6Y7yOFa
3044,15.0,no tears left to cry,Ariana Grande,7292739.0,2018-05-04--2018-05-11,us,5SxkdsY1ufZzoq9iXceLw9
3045,16.0,SAD!,XXXTENTACION,7014955.0,2018-05-04--2018-05-11,us,3ee8Jmje8o58CHK66QrVC2
3046,17.0,Over Now,Post Malone,6839145.0,2018-05-04--2018-05-11,us,09IOPhEh1OMe0HD9b36FJk
3047,18.0,KOD,J. Cole,6818332.0,2018-05-04--2018-05-11,us,7yotKA30dwTKNEGomV9ZsI
3048,19.0,Zack And Codeine,Post Malone,6699738.0,2018-05-04--2018-05-11,us,5lZZmityu9TAjNvSY6GLhR
3049,20.0,Candy Paint,Post Malone,6659015.0,2018-05-04--2018-05-11,us,32lItqlMi4LBhb4k0BaSaC
3050,21.0,Plug Walk,Rich The Kid,6376415.0,2018-05-04--2018-05-11,us,6mAz8D1TmlTuef90dbNIiZ
3051,22.0,92 Explorer,Post Malone,6334499.0,2018-05-04--2018-05-11,us,1D2L6MefbXon28PzIk9I3r
3052,23.0,Takin' Shots,Post Malone,6198557.0,2018-05-04--2018-05-11,us,5ffntNJnJOeFv7b7DCd0Bw
3053,24.0,Same Bitches (feat. G-Eazy & YG),Post Malone,6149405.0,2018-05-04--2018-05-11,us,688QpQAwqsLdBR6lr13wK1
3054,25.0,Walk It Talk It,Migos,5835466.0,2018-05-04--2018-05-11,us,6n4U3TlzUGhdSFbUUhTvLP
3055,26.0,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,5780329.0,2018-05-04--2018-05-11,us,1BuZAIO8WZpavWVbbq3Lci
3056,27.0,OTW,Khalid,5504586.0,2018-05-04--2018-05-11,us,6Hgh47WXVKtXN5zGOu0hjI
3057,28.0,Freaky Friday (feat. Chris Brown),Lil Dicky,5488357.0,2018-05-04--2018-05-11,us,10Igtw8bSDyyFs7KIsKngZ
3058,29.0,Call Out My Name,The Weeknd,5436218.0,2018-05-04--2018-05-11,us,1gm616Plq4ScqNi7TVkZ5N
3059,30.0,JAPAN,Famous Dex,5429695.0,2018-05-04--2018-05-11,us,5PTG6rrL6EPFD9E2QMI2pl
3060,1.0,This Is America,Childish Gambino,15758906.0,2018-05-11--2018-05-18,us,0b9oOr2ZgvyQu88wzixux9
3061,2.0,Nice For What,Drake,12687517.0,2018-05-11--2018-05-18,us,1cTZMwcBJT0Ka3UJPXOeeN
3062,3.0,Better Now,Post Malone,11831862.0,2018-05-11--2018-05-18,us,7dt6x5M1jzdTEt8oCbisTK
