Position,Track Name,Artist,Streams,date,region,spotify_id
55,Sauce It Up,Lil Uzi Vert,2733797,2017-11-03--2017-11-10,us,1uL78kFWxhz3umTMWJu8n5
56,Transportin',Kodak Black,2616786,2017-11-03--2017-11-10,us,1WIZiOuNO3woKfdlSK2gNn
57,Burning,Sam Smith,2572518,2017-11-03--2017-11-10,us,2mb6YdoavL6db22p7XKJQZ
58,Believer,Imagine Dragons,2562657,2017-11-03--2017-11-10,us,0CcQNd8CINkwQfe1RDtGV6
59,Look What You Made Me Do,Taylor Swift,2485035,2017-11-03--2017-11-10,us,6uFsE1JgZ20EXyU0JQZbUR
60,Magnolia,Playboi Carti,2469072,2017-11-03--2017-11-10,us,1e1JKLEDKP7hEQzJfNAgPl
61,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,2465569,2017-11-03--2017-11-10,us,69Naniu2KjKjaQOBUagE8U
62,Mi Gente,J Balvin,2459157,2017-11-03--2017-11-10,us,2rb5MvYT7ZIxbKW5hfcHx8
63,Lemon,N.E.R.D,2450165,2017-11-03--2017-11-10,us,6tUgfsOa8PLkoede5nOR7D
64,Betrayed,Lil Xan,2439863,2017-11-03--2017-11-10,us,6NWl2m8asvH83xjuXVNsuG
65,Pull Up N Wreck (With Metro Boomin),Big Sean,2434497,2017-11-03--2017-11-10,us,0Gux2yTMWYOlcBUNjGJu5p
66,Love Galore (feat. Travis Scott),SZA,2427651,2017-11-03--2017-11-10,us,0q75NwOoFiARAVp4EXU4Bs
67,DNA.,Kendrick Lamar,2427127,2017-11-03--2017-11-10,us,6HZILIRieu8S0iqY8kIKhj
68,Relationship (feat. Future),Young Thug,2385870,2017-11-03--2017-11-10,us,25oOaleife6E2MIKmFkPvg
69,Attention,Charlie Puth,2381360,2017-11-03--2017-11-10,us,4iLqG9SeJSnt0cSPICSjxv
70,I Miss You (feat. Julia Michaels),Clean Bandit,2380534,2017-11-03--2017-11-10,us,2xmrfQpmS2iJExTlklLoAL
71,White Iverson,Post Malone,2344253,2017-11-03--2017-11-10,us,6eT7xZZlB2mwyzJ2sUKG6w
72,Mi Gente (feat. Beyoncé),J Balvin,2340096,2017-11-03--2017-11-10,us,7fwXWKdDNI5IutOMc5OKYw
73,Say It First,Sam Smith,2322592,2017-11-03--2017-11-10,us,4K1vOdIFqskQv3zoI0FdAk
74,Nothing Left For You,Sam Smith,2315731,2017-11-03--2017-11-10,us,4S2WtfT03YDIlXEwSX4Tjd
75,Rubbin Off The Paint,YBN Nahmir,2315321,2017-11-03--2017-11-10,us,0taOCiup4HNG9LmbduVlJj
76,It's A Vibe,2 Chainz,2306931,2017-11-03--2017-11-10,us,6H0AwSQ20mo62jGlPGB8S6
77,Redbone,Childish Gambino,2303026,2017-11-03--2017-11-10,us,3kxfsdsCpFgN412fpnW85Y
78,Body Like A Back Road,Sam Hunt,2290688,2017-11-03--2017-11-10,us,7mldq42yDuxiUNn08nvzHO
79,Questions,Chris Brown,2285619,2017-11-03--2017-11-10,us,3ojTJaonfkL96iIWa47SU3
80,Shape of You,Ed Sheeran,2249686,2017-11-03--2017-11-10,us,7qiZfU4dY1lWllzX7mPBI3
81,...Ready For It?,Taylor Swift,2240488,2017-11-03--2017-11-10,us,19WjVVgXjdKXfLXoaDPwTM
82,Good Old Days (feat. Kesha),Macklemore,2230193,2017-11-03--2017-11-10,us,2Za1AlJNvksouPPWbXpR2X
83,wokeuplikethis*,Playboi Carti,2219107,2017-11-03--2017-11-10,us,59J5nzL1KniFHnU120dQzt
84,One Last Song,Sam Smith,2200162,2017-11-03--2017-11-10,us,01uk7IzZyFNfQTDBXxx6NB
85,Mask Off,Future,2198443,2017-11-03--2017-11-10,us,0VgkVdmE4gld66l8iyGjgx
86,Losin Control,Russ,2195282,2017-11-03--2017-11-10,us,4cxMGhkinTocPSVVKWIw0d
87,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,2175803,2017-11-03--2017-11-10,us,5gx2E5aIXMRBellPZW1up5
88,Gorgeous,Taylor Swift,2175715,2017-11-03--2017-11-10,us,5Gd19NupVe5X8bAqxf9Iaz
89,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,2171925,2017-11-03--2017-11-10,us,5uu28fUesZMl89lf9CLrgN
90,Slow Hands,Niall Horan,2162486,2017-11-03--2017-11-10,us,38yBBH2jacvDxrznF7h08J
91,Disrespectful,21 Savage,2124535,2017-11-03--2017-11-10,us,3oxCefEI6Tc6Z6t20J4IvH
92,Everybody Dies In Their Nightmares,XXXTENTACION,2117408,2017-11-03--2017-11-10,us,3GVkPk8mqxz0itaAriG1L7
93,Despacito - Remix,Luis Fonsi,2105784,2017-11-03--2017-11-10,us,5CtI0qwDJkDQGwXD1H1cLb
94,Nightmare,Offset,2090847,2017-11-03--2017-11-10,us,7LAhKXDNWwq3CmnFP3UIOP
95,Patek Water,Future,2082853,2017-11-03--2017-11-10,us,7r6LNJT2LqpLpEyZQJPygt
96,do re mi (feat. Gucci Mane),blackbear,2071609,2017-11-03--2017-11-10,us,53mrVsi49rLHIaKBiSvElG
97,What Ifs (feat. Lauren Alaina),Kane Brown,2067507,2017-11-03--2017-11-10,us,7zVCrzzEJU7u24sbJPXA5W
98,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,2063813,2017-11-03--2017-11-10,us,6GNifiuBPrKFpwNBYnooFm
99,New Freezer (feat. Kendrick Lamar),Rich The Kid,2053584,2017-11-03--2017-11-10,us,4pYZLpX23Vx8rwDpJCpPTA
100,Mad Stalkers,21 Savage,2010320,2017-11-03--2017-11-10,us,6HR1z11h0ROUlWP4Kx8Z7G
101,Strip That Down,Liam Payne,2009334,2017-11-03--2017-11-10,us,6EpRaXYhGOB3fj4V2uDkMJ
102,Midnight Train,Sam Smith,2006156,2017-11-03--2017-11-10,us,1A85fOmviQuGgkF6Lww6Nd
103,No Peace,Sam Smith,1956723,2017-11-03--2017-11-10,us,5ZX1X9Rl4zbx1Wwyn3idVD
104,Say You Won't Let Go,James Arthur,1943848,2017-11-03--2017-11-10,us,5uCax9HTNlzGybIStD3vDh
105,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1940953,2017-11-03--2017-11-10,us,3DXncPQOG4VBw3QHh3S817
106,HIM,Sam Smith,1930487,2017-11-03--2017-11-10,us,3AFPGvRzeKeNJbIbLwcz4G
107,Praying,Kesha,1923179,2017-11-03--2017-11-10,us,0jdny0dhgjUwoIp5GkqEaA
108,Lonely Together (feat. Rita Ora),Avicii,1920002,2017-11-03--2017-11-10,us,2OALaHcDdKkjYEpAr0Qzab
109,Sky Walker (feat. Travis Scott),Miguel,1898745,2017-11-03--2017-11-10,us,1DRW9bQzt2SE8f7H4KJZyL
110,Unforgettable,Thomas Rhett,1898190,2017-11-03--2017-11-10,us,30MM5jWpUmOxtTNd9Ey5LZ
111,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1876666,2017-11-03--2017-11-10,us,1OAh8uOEOvTDqkKFsKksCi
112,Too Much To Ask,Niall Horan,1874724,2017-11-03--2017-11-10,us,4v094LQ9eF10k2O2Te2ngK
113,New,Daya,1871532,2017-11-03--2017-11-10,us,7y4JznkAv2W3IKw9T1o2VK
114,iSpy (feat. Lil Yachty),KYLE,1868824,2017-11-03--2017-11-10,us,2EEeOnHehOozLq4aS0n6SL
115,What About Us,P!nk,1864511,2017-11-03--2017-11-10,us,0Qh38w01QRXK6KHIv0e3hb
116,Tunnel Vision,Kodak Black,1863988,2017-11-03--2017-11-10,us,4Q3N4Ct4zCuIHuZ65E3BD4
117,"Baby, You Make Me Crazy",Sam Smith,1855874,2017-11-03--2017-11-10,us,1p1SbqeipOd4ezKUpxqaz6
118,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1836313,2017-11-03--2017-11-10,us,6SwRhMLwNqEi6alNPVG00n
119,Bounce Back,Big Sean,1823973,2017-11-03--2017-11-10,us,0SGkqnVQo9KPytSri1H6cF
120,Bad and Boujee (feat. Lil Uzi Vert),Migos,1822605,2017-11-03--2017-11-10,us,4Km5HrUvYTaSUfiSGPJeQR
121,I Like Me Better,Lauv,1815569,2017-11-03--2017-11-10,us,1wjzFQodRWrPcQ0AnYnvQ9
122,Perplexing Pegasus,Rae Sremmurd,1795905,2017-11-03--2017-11-10,us,2nYwV62UABTH0NanrwVIdQ
123,T-Shirt,Migos,1767992,2017-11-03--2017-11-10,us,7KOlJ92bu51cltsD9KU5I7
124,That's What I Like,Bruno Mars,1755279,2017-11-03--2017-11-10,us,0KKkJNfGyhkQ5aFogxQAPU
125,beibs in the trap,Travis Scott,1742854,2017-11-03--2017-11-10,us,0ESJlaM8CE1jRWaNtwSNj8
126,Bedroom Floor,Liam Payne,1729145,2017-11-03--2017-11-10,us,1pZdegOXTZ2ftINo3oUuRZ
127,PICK IT UP (feat. A$AP Rocky),Famous Dex,1725310,2017-11-03--2017-11-10,us,3ncgNpxLoBQ65ABk4djDyd
128,Boss,Lil Pump,1724771,2017-11-03--2017-11-10,us,1rsAFUCa6BVMgRQ3FCQQsi
129,Look At Me!,XXXTENTACION,1705053,2017-11-03--2017-11-10,us,7floNISpH8VF4z4459Qo18
130,The Weekend,SZA,1692820,2017-11-03--2017-11-10,us,6gU9OKjOE7ghfEd55oRO57
131,There's Nothing Holdin' Me Back,Shawn Mendes,1666101,2017-11-03--2017-11-10,us,79cuOz3SPQTuFrp8WgftAu
132,Passionfruit,Drake,1650564,2017-11-03--2017-11-10,us,7hDc8b7IXETo14hHIHdnhd
133,do re mi,blackbear,1612031,2017-11-03--2017-11-10,us,3Q3myFA7q4Op95DOpHplaY
134,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1611628,2017-11-03--2017-11-10,us,15EPc80XuFrb2LmOzGjuRg
135,Friends (with BloodPop®),Justin Bieber,1611363,2017-11-03--2017-11-10,us,7nZmah2llfvLDiUjm0kiyz
136,X (feat. Future),21 Savage,1605483,2017-11-03--2017-11-10,us,6fwdbPMwP1zVStm8FybmkO
137,No Role Modelz,J. Cole,1601897,2017-11-03--2017-11-10,us,62vpWI1CHwFy7tMIcSStl8
138,Curve (feat. The Weeknd),Gucci Mane,1601334,2017-11-03--2017-11-10,us,2yuyaYAELoMG4ApV5wJsWR
139,Palace,Sam Smith,1595272,2017-11-03--2017-11-10,us,3zesxb7sOGbeSwUrzLUP0f
140,A Different Way (with Lauv),DJ Snake,1591351,2017-11-03--2017-11-10,us,0Wv5wuenRLI3BcwgT3HPIP
141,The Thrill Of It All,Sam Smith,1562349,2017-11-03--2017-11-10,us,6TwcRSQgztJFw8tQDrs35D
142,Swang,Rae Sremmurd,1557653,2017-11-03--2017-11-10,us,6mapJIPnQ23RTAevUoE0DL
143,Scars,Sam Smith,1556721,2017-11-03--2017-11-10,us,6t4rYZeShwJai1YSs0tWOQ
144,Now Or Never,Halsey,1535394,2017-11-03--2017-11-10,us,7i2DJ88J7jQ8K7zqFX2fW8
145,Run Up the Racks,21 Savage,1531667,2017-11-03--2017-11-10,us,7vbjH8laThXpcBXeLNPm3M
146,PRBLMS,6LACK,1531035,2017-11-03--2017-11-10,us,2wf9bp4MkChojtljddWpbO
147,When It Rains It Pours,Luke Combs,1525668,2017-11-03--2017-11-10,us,1mMLMZYXkMueg65jRRWG1l
148,No Option,Post Malone,1522037,2017-11-03--2017-11-10,us,6M0IsaUX4GNyto4niSegfI
149,First Day Out,Tee Grizzley,1516044,2017-11-03--2017-11-10,us,3muBQDekYAg7jm6hDu6R0Z
150,4 AM,2 Chainz,1510706,2017-11-03--2017-11-10,us,1nX9KhK3Fff27SnrIor2Yb
151,Starboy,The Weeknd,1494957,2017-11-03--2017-11-10,us,5aAx2yezTd8zXrkmtKl66Z
152,Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,1491630,2017-11-03--2017-11-10,us,2vaMWMPMgsWX4fwJiKmdWm
153,Money Longer,Lil Uzi Vert,1486040,2017-11-03--2017-11-10,us,0B8QzDH7YWih85V5SEMnyJ
154,Something Just Like This,The Chainsmokers,1482877,2017-11-03--2017-11-10,us,6RUKPb4LETWmmr3iAEQktW
155,Heartache On The Dance Floor,Jon Pardi,1480049,2017-11-03--2017-11-10,us,0w3Q14i073jLoew1hgJkwD
156,Closer,The Chainsmokers,1479309,2017-11-03--2017-11-10,us,7BKLCZ1jbUBVqRi2FVlTVw
157,Still Serving,21 Savage,1476892,2017-11-03--2017-11-10,us,6m6Oy3F6GG0zRwH03rWmTv
158,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1464756,2017-11-03--2017-11-10,us,3NdDpSvN911VPGivFlV5d0
159,Myself,NAV,1463228,2017-11-03--2017-11-10,us,05nbZ1xxVNwUTcGwLbp7CN
160,Kids in Love (feat. The Night Game),Kygo,1461880,2017-11-03--2017-11-10,us,1Bxzw8ag71snOU9IbhXVD6
161,Caroline,Aminé,1453895,2017-11-03--2017-11-10,us,5hTpBe8h35rJ67eAWHQsJx
162,Portland,Drake,1447986,2017-11-03--2017-11-10,us,2bjwRfXMk4uRgOD9IBYl9h
163,Reggaetón Lento (Remix),CNCO,1441309,2017-11-03--2017-11-10,us,3zoYkqS4y2BsGVShPL2nTE
164,Broccoli (feat. Lil Yachty),DRAM,1436436,2017-11-03--2017-11-10,us,7yyRTcZmCiyzzJlNzGC9Ol
165,Ex Calling,6LACK,1433302,2017-11-03--2017-11-10,us,2RwmsAOxtiRezQPmvyejb8
166,What They Want,Russ,1432291,2017-11-03--2017-11-10,us,3pndPhlQWjuSoXhcIIdBjv
167,Say A',A Boogie Wit da Hoodie,1429460,2017-11-03--2017-11-10,us,3AMnOVxEHUgVrythGgqPhI
168,From The D To The A (feat. Lil Yachty),Tee Grizzley,1416363,2017-11-03--2017-11-10,us,2NyrXRn4tancYPW6JwtTl2
169,D Rose,Lil Pump,1416131,2017-11-03--2017-11-10,us,1fEl5TPKRJAsuP6TqZ23hB
170,Feed Me Dope,Future,1415494,2017-11-03--2017-11-10,us,3lyeSiAIdLoZUHhV8psOTI
171,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,1410106,2017-11-03--2017-11-10,us,5bcTCxgc7xVfSaMV3RuVke
172,Darth Vader,21 Savage,1408583,2017-11-03--2017-11-10,us,7vg47qMIEdLfNdTE3WLf0T
173,No Complaints,Metro Boomin,1402845,2017-11-03--2017-11-10,us,6kig1UFggPUyZBCvXD3Wod
174,Fake Love,Drake,1397687,2017-11-03--2017-11-10,us,343YBumqHu19cGoGARUTsd
175,One Day At A Time,Sam Smith,1393947,2017-11-03--2017-11-10,us,6AUuRg513AfT50d52O60fS
176,Don't,Bryson Tiller,1391117,2017-11-03--2017-11-10,us,3pXF1nA74528Edde4of9CC
177,In Case You Didn't Know,Brett Young,1386926,2017-11-03--2017-11-10,us,10M2Ex445zw585Ducldzkw
178,Stay (with Alessia Cara),Zedd,1386064,2017-11-03--2017-11-10,us,0dA2Mk56wEzDgegdC6R17g
179,Both (feat. Drake),Gucci Mane,1385775,2017-11-03--2017-11-10,us,5tFep7dXGd7vEJ668wTPux
180,Exchange,Bryson Tiller,1385694,2017-11-03--2017-11-10,us,43PuMrRfbyyuz4QpZ3oAwN
181,Craving You,Thomas Rhett,1379308,2017-11-03--2017-11-10,us,2d48mamATjby7wgPjdrSOQ
182,Issues,Julia Michaels,1368602,2017-11-03--2017-11-10,us,6D0b04NJIKfEMg040WioJQ
183,Everyday We Lit (feat. PnB Rock),YFN Lucci,1367500,2017-11-03--2017-11-10,us,4PzovBqgnSHKd8opsP7IVM
184,pick up the phone,Young Thug,1366351,2017-11-03--2017-11-10,us,20dP2DaMHIAmwWAbp7peSr
185,Losing Sleep,Chris Young,1363387,2017-11-03--2017-11-10,us,6waqLPcT6ruMhmd36OhmFO
186,Again,Noah Cyrus,1357531,2017-11-03--2017-11-10,us,2S2od3hT7ceytw7d1pTRuE
187,Love Scars,Trippie Redd,1354606,2017-11-03--2017-11-10,us,0AICBlLzFCTpUqmAbtzB2z
188,Small Town Boy,Dustin Lynch,1351359,2017-11-03--2017-11-10,us,2YMhrXQYKkm4kXLcXKKd5z
189,Greatest Love Story,LANCO,1343063,2017-11-03--2017-11-10,us,0kdiUZDcLIFw0Buo9r0Q4z
190,Flex Like Ouu,Lil Pump,1341244,2017-11-03--2017-11-10,us,2hJWZvTw4QVBwC14ZNs1Ib
191,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1340924,2017-11-03--2017-11-10,us,0v9Wz8o0BT8DU38R4ddjeH
192,Saved,Khalid,1339286,2017-11-03--2017-11-10,us,248OFOZef6ShXv6DGgbnxU
193,No Promises (feat. Demi Lovato),Cheat Codes,1333373,2017-11-03--2017-11-10,us,1louJpMmzEicAn7lzDalPW
194,8TEEN,Khalid,1329710,2017-11-03--2017-11-10,us,5bgwqaRSS3M8WHWruHgSL5
195,Most Girls,Hailee Steinfeld,1327809,2017-11-03--2017-11-10,us,2mfUa8bLs2s5N4VaqJZ4lZ
196,Easy Love,Lauv,1317164,2017-11-03--2017-11-10,us,2ZE3DJuizYTad2S4CvRRhK
197,Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,1312493,2017-11-03--2017-11-10,us,270aLuFCbX32hhBr8MQyPM
198,,,1311680,2017-11-03--2017-11-10,us,1YqcGlCHNquxBhlUZsjhMT
199,Die For You,The Weeknd,1307710,2017-11-03--2017-11-10,us,2LBqCSwhJGcFQeTHMVGwy3
200,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,1307206,2017-11-03--2017-11-10,us,5de7ci7TFqbQ1PFgKAD7MR
1,rockstar,Post Malone,14517200,2017-11-10--2017-11-17,us,7wGoVu4Dady5GV0Sv4UIsx
2,Gucci Gang,Lil Pump,10321915,2017-11-10--2017-11-17,us,43ZyHQITOjhciSUUNPVRHc
3,I Fall Apart,Post Malone,7815246,2017-11-10--2017-11-17,us,75ZvA4QfFiZvzhj2xkaWAh
4,Havana,Camila Cabello,7794699,2017-11-10--2017-11-17,us,0ofbQMrRDsUaVKq2mGLEAb
5,Too Good At Goodbyes,Sam Smith,7264572,2017-11-10--2017-11-17,us,1mXVgsBdtIVeCLJnSnmtdV
6,1-800-273-8255,Logic,6320060,2017-11-10--2017-11-17,us,5tz69p7tJuGPeMGwNTxYuV
7,No Limit,G-Eazy,6298905,2017-11-10--2017-11-17,us,2Xqd0wUttjueBfdcltADOv
8,Bank Account,21 Savage,6207131,2017-11-10--2017-11-17,us,2fQrGHiQOvpL9UgPvtYy6G
9,Plain Jane,A$AP Ferg,6002335,2017-11-10--2017-11-17,us,4dVpf9jZjcORqGTLUaeYj9
10,Ric Flair Drip (& Metro Boomin),Offset,6001050,2017-11-10--2017-11-17,us,7sO5G9EABYOXQKNPNiE9NR
11,Walk On Water (feat. Beyoncé),Eminem,5796653,2017-11-10--2017-11-17,us,5b2QnYcT9rQIkhRWt4HztQ
12,What Lovers Do (feat. SZA),Maroon 5,5589167,2017-11-10--2017-11-17,us,3hBBKuWJfxlIlnd9QFoC8k
13,XO Tour Llif3,Lil Uzi Vert,5442939,2017-11-10--2017-11-17,us,7GX5flRQZVHRAGd6B4TmDO
14,Young Dumb & Broke,Khalid,5435113,2017-11-10--2017-11-17,us,5Z3GHaZ6ec9bsiI5BenrbY
15,MotorSport,Migos,5399537,2017-11-10--2017-11-17,us,1YZfcVLbbJwfizR5cDOp3q
16,Let You Down,NF,5262087,2017-11-10--2017-11-17,us,6mrKP2jyIQmM0rw6fQryjr
17,Bodak Yellow,Cardi B,5192031,2017-11-10--2017-11-17,us,2771LMNxwf62FTAdpJMQfM
18,Perfect,Ed Sheeran,5144708,2017-11-10--2017-11-17,us,0tgVpDi06FyKpA1z0VMD4v
19,I Get the Bag (feat. Migos),Gucci Mane,5036054,2017-11-10--2017-11-17,us,1XRgIKC5TPwo7nWGyKqgG0
20,Candy Paint,Post Malone,5027799,2017-11-10--2017-11-17,us,42CeaId2XNlxugDvyqHfDf
21,Wolves,Selena Gomez,4954378,2017-11-10--2017-11-17,us,7EmGUiUaOSGDnUUQUDrOXC
22,New Rules,Dua Lipa,4737651,2017-11-10--2017-11-17,us,2ekn2ttSfGqwhhate0LSR0
23,Ghostface Killers,21 Savage,4724710,2017-11-10--2017-11-17,us,5u6vkDnOyaf8LsteDAj2ub
24,Congratulations,Post Malone,4706294,2017-11-10--2017-11-17,us,3a1lNhkSLSkpJE4MSHpDu9
25,Silence,Marshmello,4543318,2017-11-10--2017-11-17,us,7vGuf3Y35N4wmASOKLUVVU
26,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4173573,2017-11-10--2017-11-17,us,7iDa6hUg2VgEL1o1HjmfBn
27,Bad At Love,Halsey,4155207,2017-11-10--2017-11-17,us,7y9iMe8SOB6z3NoHE2OfXl
28,HUMBLE.,Kendrick Lamar,4147743,2017-11-10--2017-11-17,us,7KXjTSCq5nL1LoYtL7XAwS
